m,TagName,
"2012-10-01 00:00:00","ruby","2253"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3181"
"2012-11-01 00:00:00","c#","12211"
"2012-11-01 00:00:00","c++","6258"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13563"
"2012-11-01 00:00:00","javascript","12312"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11703"
"2012-11-01 00:00:00","python","6385"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2556"
"2012-12-01 00:00:00","c#","10938"
"2012-12-01 00:00:00","c++","5675"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12382"
"2012-12-01 00:00:00","javascript","11724"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10988"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","r","1211"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","c#","12730"
"2013-01-01 00:00:00","c++","6028"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13668"
"2013-01-01 00:00:00","javascript","13748"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12810"
"2013-01-01 00:00:00","python","6551"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2301"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","c#","12467"
"2013-02-01 00:00:00","c++","6044"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13647"
"2013-02-01 00:00:00","javascript","13598"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12460"
"2013-02-01 00:00:00","python","6715"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2210"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3419"
"2013-03-01 00:00:00","c#","14210"
"2013-03-01 00:00:00","c++","7164"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15856"
"2013-03-01 00:00:00","javascript","15240"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14020"
"2013-03-01 00:00:00","python","7595"
"2013-03-01 00:00:00","r","1844"
"2013-03-01 00:00:00","ruby","2555"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","c#","13845"
"2013-04-01 00:00:00","c++","7096"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16159"
"2013-04-01 00:00:00","javascript","15263"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13303"
"2013-04-01 00:00:00","python","7905"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3183"
"2013-05-01 00:00:00","c#","13413"
"2013-05-01 00:00:00","c++","6808"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15200"
"2013-05-01 00:00:00","javascript","14999"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12991"
"2013-05-01 00:00:00","python","7785"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","ruby","2335"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2925"
"2013-06-01 00:00:00","c#","12740"
"2013-06-01 00:00:00","c++","6175"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13861"
"2013-06-01 00:00:00","javascript","14544"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12625"
"2013-06-01 00:00:00","python","7574"
"2013-06-01 00:00:00","r","1771"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2996"
"2013-07-01 00:00:00","c#","14120"
"2013-07-01 00:00:00","c++","6565"
"2013-07-01 00:00:00","delphi","505"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15114"
"2013-07-01 00:00:00","javascript","16747"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14231"
"2013-07-01 00:00:00","python","8587"
"2013-07-01 00:00:00","r","1960"
"2013-07-01 00:00:00","ruby","2433"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2997"
"2013-08-01 00:00:00","c#","13798"
"2013-08-01 00:00:00","c++","6231"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","14987"
"2013-08-01 00:00:00","javascript","16769"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14207"
"2013-08-01 00:00:00","python","7922"
"2013-08-01 00:00:00","r","1913"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3374"
"2013-09-01 00:00:00","c#","13703"
"2013-09-01 00:00:00","c++","6518"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16186"
"2013-09-01 00:00:00","javascript","17616"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","php","14140"
"2013-09-01 00:00:00","python","7937"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","c#","15136"
"2013-10-01 00:00:00","c++","7936"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18626"
"2013-10-01 00:00:00","javascript","19638"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15202"
"2013-10-01 00:00:00","python","9452"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","ruby","2786"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4257"
"2013-11-01 00:00:00","c#","14518"
"2013-11-01 00:00:00","c++","8091"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18642"
"2013-11-01 00:00:00","javascript","18397"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14755"
"2013-11-01 00:00:00","python","9458"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","ruby","2571"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","356"
"2013-12-01 00:00:00","c","3487"
"2013-12-01 00:00:00","c#","13565"
"2013-12-01 00:00:00","c++","6977"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17360"
"2013-12-01 00:00:00","javascript","17941"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14300"
"2013-12-01 00:00:00","python","8414"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2434"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3718"
"2014-01-01 00:00:00","c#","15266"
"2014-01-01 00:00:00","c++","7656"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18583"
"2014-01-01 00:00:00","javascript","21022"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16665"
"2014-01-01 00:00:00","python","9807"
"2014-01-01 00:00:00","r","2342"
"2014-01-01 00:00:00","ruby","2754"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3959"
"2014-02-01 00:00:00","c#","15061"
"2014-02-01 00:00:00","c++","7639"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19131"
"2014-02-01 00:00:00","javascript","21058"
"2014-02-01 00:00:00","perl","788"
"2014-02-01 00:00:00","php","16398"
"2014-02-01 00:00:00","python","9863"
"2014-02-01 00:00:00","r","2614"
"2014-02-01 00:00:00","ruby","2593"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","449"
"2014-03-01 00:00:00","c","4538"
"2014-03-01 00:00:00","c#","16099"
"2014-03-01 00:00:00","c++","8638"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21852"
"2014-03-01 00:00:00","javascript","22537"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18176"
"2014-03-01 00:00:00","python","11381"
"2014-03-01 00:00:00","r","2795"
"2014-03-01 00:00:00","ruby","2941"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3983"
"2014-04-01 00:00:00","c#","15232"
"2014-04-01 00:00:00","c++","8101"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20739"
"2014-04-01 00:00:00","javascript","21312"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17497"
"2014-04-01 00:00:00","python","10705"
"2014-04-01 00:00:00","r","2727"
"2014-04-01 00:00:00","ruby","2740"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","328"
"2014-05-01 00:00:00","c","3245"
"2014-05-01 00:00:00","c#","13828"
"2014-05-01 00:00:00","c++","6759"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17857"
"2014-05-01 00:00:00","javascript","19670"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14628"
"2014-05-01 00:00:00","python","9205"
"2014-05-01 00:00:00","r","2575"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","c#","12434"
"2014-06-01 00:00:00","c++","5640"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15830"
"2014-06-01 00:00:00","javascript","18205"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12892"
"2014-06-01 00:00:00","python","8885"
"2014-06-01 00:00:00","r","2395"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2383"
"2014-07-01 00:00:00","assembly","216"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13626"
"2014-07-01 00:00:00","c++","6252"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17295"
"2014-07-01 00:00:00","javascript","20034"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14190"
"2014-07-01 00:00:00","python","9887"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","c++","5861"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15679"
"2014-08-01 00:00:00","javascript","18367"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13127"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12290"
"2014-09-01 00:00:00","c++","6165"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16620"
"2014-09-01 00:00:00","javascript","18043"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13280"
"2014-09-01 00:00:00","python","8753"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","swift","1892"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3791"
"2014-10-01 00:00:00","c#","12517"
"2014-10-01 00:00:00","c++","6813"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17826"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13509"
"2014-10-01 00:00:00","python","9552"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3652"
"2014-11-01 00:00:00","c#","11831"
"2014-11-01 00:00:00","c++","6537"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17774"
"2014-11-01 00:00:00","javascript","17911"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12955"
"2014-11-01 00:00:00","python","9548"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2549"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3147"
"2014-12-01 00:00:00","c#","11051"
"2014-12-01 00:00:00","c++","6064"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16312"
"2014-12-01 00:00:00","javascript","16922"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12275"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","r","2355"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2479"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11713"
"2015-01-01 00:00:00","c++","6115"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16496"
"2015-01-01 00:00:00","javascript","18473"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13538"
"2015-01-01 00:00:00","python","9664"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2419"
"2015-01-01 00:00:00","swift","3044"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3359"
"2015-02-01 00:00:00","c#","11768"
"2015-02-01 00:00:00","c++","6459"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16706"
"2015-02-01 00:00:00","javascript","18606"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13456"
"2015-02-01 00:00:00","python","10182"
"2015-02-01 00:00:00","r","2966"
"2015-02-01 00:00:00","ruby","2256"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","c#","13236"
"2015-03-01 00:00:00","c++","7376"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19707"
"2015-03-01 00:00:00","javascript","20464"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14841"
"2015-03-01 00:00:00","python","11575"
"2015-03-01 00:00:00","r","3557"
"2015-03-01 00:00:00","ruby","2455"
"2015-03-01 00:00:00","swift","3586"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13057"
"2015-04-01 00:00:00","c++","7126"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19748"
"2015-04-01 00:00:00","javascript","20859"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14899"
"2015-04-01 00:00:00","python","11408"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3514"
"2015-05-01 00:00:00","c#","13334"
"2015-05-01 00:00:00","c++","6803"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18502"
"2015-05-01 00:00:00","javascript","22082"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14511"
"2015-05-01 00:00:00","python","11196"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2501"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3164"
"2015-06-01 00:00:00","c#","13503"
"2015-06-01 00:00:00","c++","6506"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17804"
"2015-06-01 00:00:00","javascript","22554"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14301"
"2015-06-01 00:00:00","python","11774"
"2015-06-01 00:00:00","r","3419"
"2015-06-01 00:00:00","ruby","2572"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2807"
"2015-07-01 00:00:00","c#","14079"
"2015-07-01 00:00:00","c++","6694"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18637"
"2015-07-01 00:00:00","javascript","23893"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15297"
"2015-07-01 00:00:00","python","12295"
"2015-07-01 00:00:00","r","3976"
"2015-07-01 00:00:00","ruby","2579"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13205"
"2015-08-01 00:00:00","c++","5865"
"2015-08-01 00:00:00","delphi","386"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17057"
"2015-08-01 00:00:00","javascript","22110"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14181"
"2015-08-01 00:00:00","python","11208"
"2015-08-01 00:00:00","r","3491"
"2015-08-01 00:00:00","ruby","2310"
"2015-08-01 00:00:00","swift","5075"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12905"
"2015-09-01 00:00:00","c++","5904"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16908"
"2015-09-01 00:00:00","javascript","21341"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13457"
"2015-09-01 00:00:00","python","10943"
"2015-09-01 00:00:00","r","3327"
"2015-09-01 00:00:00","ruby","2156"
"2015-09-01 00:00:00","swift","4540"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3674"
"2015-10-01 00:00:00","c#","12782"
"2015-10-01 00:00:00","c++","7043"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18523"
"2015-10-01 00:00:00","javascript","21792"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13870"
"2015-10-01 00:00:00","python","12460"
"2015-10-01 00:00:00","r","3678"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","swift","4293"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3608"
"2015-11-01 00:00:00","c#","12366"
"2015-11-01 00:00:00","c++","7078"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17750"
"2015-11-01 00:00:00","javascript","21250"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13279"
"2015-11-01 00:00:00","python","12273"
"2015-11-01 00:00:00","r","3536"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4313"
"2015-12-01 00:00:00","assembly","353"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","c++","6556"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16531"
"2015-12-01 00:00:00","javascript","21053"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13693"
"2015-12-01 00:00:00","python","11628"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4367"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12348"
"2016-01-01 00:00:00","c++","6092"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16600"
"2016-01-01 00:00:00","javascript","22486"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14510"
"2016-01-01 00:00:00","python","12330"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12717"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17824"
"2016-02-01 00:00:00","javascript","22450"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14872"
"2016-02-01 00:00:00","python","13224"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4744"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3440"
"2016-03-01 00:00:00","c#","13592"
"2016-03-01 00:00:00","c++","7008"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19876"
"2016-03-01 00:00:00","javascript","24066"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15084"
"2016-03-01 00:00:00","python","14043"
"2016-03-01 00:00:00","r","4040"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5066"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13701"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19454"
"2016-04-01 00:00:00","javascript","23424"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14421"
"2016-04-01 00:00:00","python","13624"
"2016-04-01 00:00:00","r","4123"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","c#","13481"
"2016-05-01 00:00:00","c++","6120"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16995"
"2016-05-01 00:00:00","javascript","22963"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14389"
"2016-05-01 00:00:00","python","13086"
"2016-05-01 00:00:00","r","3794"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4406"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","c#","13038"
"2016-06-01 00:00:00","c++","5704"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15889"
"2016-06-01 00:00:00","javascript","22117"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13570"
"2016-06-01 00:00:00","python","12890"
"2016-06-01 00:00:00","r","3859"
"2016-06-01 00:00:00","ruby","2106"
"2016-06-01 00:00:00","swift","4787"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11987"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14914"
"2016-07-01 00:00:00","javascript","22177"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12871"
"2016-07-01 00:00:00","python","12800"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4925"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2211"
"2016-08-01 00:00:00","c#","12704"
"2016-08-01 00:00:00","c++","5010"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","570"
"2016-08-01 00:00:00","java","15157"
"2016-08-01 00:00:00","javascript","22630"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12847"
"2016-08-01 00:00:00","python","12889"
"2016-08-01 00:00:00","r","3781"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4896"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2508"
"2016-09-01 00:00:00","c#","11089"
"2016-09-01 00:00:00","c++","5130"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14636"
"2016-09-01 00:00:00","javascript","20419"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12089"
"2016-09-01 00:00:00","python","12322"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4849"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","c#","11434"
"2016-10-01 00:00:00","c++","5962"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15301"
"2016-10-01 00:00:00","javascript","20411"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12220"
"2016-10-01 00:00:00","python","13482"
"2016-10-01 00:00:00","r","3785"
"2016-10-01 00:00:00","ruby","1819"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11636"
"2016-11-01 00:00:00","c++","6064"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15630"
